"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-022","774","A","https://prawkonaraz.pl/pytanie/774/zamierzasz-jechac-na-wprost-a-kierujacy-pojazdem-jadacym-z-naprzeciwka-chce-skrecic-w-lewo-czy-masz-przed-nim-pierwszenstwo","Film do pytania 774: Zamierzasz jechać na wprost, a kierujący pojazdem, jadącym z naprzeciwka, chce skręcić w...","Zamierzasz jechać na wprost, a kierujący pojazdem, jadącym z naprzeciwka, chce skręcić w lewo. Czy masz przed nim pierwszeństwo?","Klip wideo dla pytania 774 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: zamierzasz jechać na wprost, a kierujący pojazdem, jadącym z naprzeciwka, chce skręcić w lewo. Czy masz przed nim pierwszeństwo.","zamierzasz jechać na wprost, a kierujący pojazdem, jadącym z naprzeciwka, chce skręcić w lewo. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/a/774/image/poster.7cb2ee0c34e9.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/774/video/full.184de5a10852.mp4","10","2026-04-09T01:41:40+02:00","Skrzyżowanie w zwartej zabudowie z pojazdem z przeciwka i przygotowaniem do jazdy na wprost pokazuje relację dwóch kierunków ruchu. Kadr akcentuje sygnalizację, tor lewego skrętu oraz przestrzeń przed autem.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","7779","A","https://prawkonaraz.pl/pytanie/7779/czy-w-tej-sytuacji-migajacy-sygnal-zolty-zezwala-ci-wjechac-za-sygnalizator-bez-zatrzymywania-sie","Film do pytania 7779: Czy w tej sytuacji migający sygnał żółty zezwala Ci wjechać za sygnalizator bez zatrzymy...","Czy w tej sytuacji migający sygnał żółty zezwala Ci wjechać za sygnalizator bez zatrzymywania się?","Film przy pytaniu 7779 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji migający sygnał żółty zezwala Ci wjechać za sygnalizator bez zatrzymywania się.","ocena, czy w tej sytuacji migający sygnał żółty zezwala Ci wjechać za sygnalizator bez zatrzymywania się","https://prawkonaraz.pl/storage-bulk/media/questions/a/7779/image/poster.dc2f87bfcc1d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/7779/video/full.3ed3ac7c3c2a.mp4","6","2026-04-09T02:21:31+02:00","Aleja parkowa z migającym sygnałem przy skrzyżowaniu i pustym pasem przed pojazdem pokazuje dojazd do sygnalizacji. Ujęcie pomaga ocenić światło, linię zatrzymania oraz sytuację na wlocie.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","7884","A","https://prawkonaraz.pl/pytanie/7884/czy-w-tej-sytuacji-masz-obowiazek-uzywac-swiatel-mijania","Film do pytania 7884: Czy w tej sytuacji masz obowiązek używać świateł mijania?","Czy w tej sytuacji masz obowiązek używać świateł mijania?","Nagranie przypisane do pytania 7884 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji masz obowiązek używać świateł mijania.","ocena, czy w tej sytuacji masz obowiązek używać świateł mijania","https://prawkonaraz.pl/storage-bulk/media/questions/a/7884/image/poster.ba5c3b4931fd.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/7884/video/full.9c09106f7b5d.mp4","3","2026-04-09T02:21:31+02:00","Ciemna droga poza zabudową, podwójna linia i światła pojazdu w oddali tworzą scenę jazdy nocą. Materiał skupia uwagę na doborze oświetlenia, widoczności pobocza i komforcie innych kierujących.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","799","A","https://prawkonaraz.pl/pytanie/799/czy-w-tej-sytuacji-wykonujac-manewr-omijania-masz-obowiazek-zatrzymac-sie-w-razie-potrzeby","Film do pytania 799: Czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrz...","Czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrzeby?","Nagranie przypisane do pytania 799 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrzeby.","ocena, czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrzeby","https://prawkonaraz.pl/storage-bulk/media/questions/a/799/image/poster.07d8093e2dda.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/799/video/full.6ddb2ec83d4d.mp4","10","2026-04-09T01:41:40+02:00","Wąska ulica z zaparkowanymi pojazdami po obu stronach i białym busem przed kamerą pokazuje manewr omijania. Kadr akcentuje boczny odstęp, pieszych przy chodniku i możliwość chwilowego zatrzymania.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8062","B","https://prawkonaraz.pl/pytanie/8062/czy-ten-znak-ostrzega-ze-zblizasz-sie-do-skrzyzowania-z-wlotem-drogi-jednokierunkowej-wystepujacej-z-lewej-strony","Film do pytania 8062: Czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej w...","Czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej występującej z lewej strony?","Klip wideo dla pytania 8062 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej występującej z lewej strony.","ocena, czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej występującej z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/b/8062/image/poster.451ebe4dd71e.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8062/video/full.1114272a9bee.mp4","6","2026-04-09T02:21:31+02:00","Droga z betonowozem przed pojazdem, znakiem ostrzegawczym i zadrzewionym poboczem pokazuje zbliżanie do skrzyżowania. Ujęcie kieruje uwagę na symbol znaku, lewy wlot oraz ruch z przeciwka.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8064","B","https://prawkonaraz.pl/pytanie/8064/czy-w-przedstawionej-sytuacji-zblizasz-sie-do-przejazdu-kolejowego-bez-zapor","Film do pytania 8064: Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór?","Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór?","Materiał wideo do pytania 8064 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór.","ocena, czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór","https://prawkonaraz.pl/storage-bulk/media/questions/b/8064/image/poster.3c2f7398f715.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8064/video/full.804945c67859.mp4","6","2026-04-09T02:21:31+02:00","Wlot drogi z przejściem dla pieszych, autem przed kamerą i znakiem kolejowym po prawej stronie pokazuje dojazd do torów. Kadr skupia uwagę na oznakowaniu, widoczności przejazdu i zachowaniu pojazdów.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8068","B","https://prawkonaraz.pl/pytanie/8068/czy-w-tej-sytuacji-zblizasz-sie-do-skrzyzowania-drog-na-ktorym-pierwszenstwo-jest-ustalone-znakami-drogowymi","Film do pytania 8068: Czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustal...","Czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustalone znakami drogowymi?","Film przy pytaniu 8068 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustalone znakami drogowymi.","ocena, czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustalone znakami drogowymi","https://prawkonaraz.pl/storage-bulk/media/questions/b/8068/image/poster.34b482043804.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8068/video/full.e64ac579365a.mp4","6","2026-04-09T02:21:31+02:00","Spokojna ulica z żółtym znakiem przy poboczu i bocznym wlotem wśród domów pokazuje skrzyżowanie regulowane oznakowaniem. Materiał pomaga odczytać znaki, kierunki wlotów oraz układ drogi.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8074","B","https://prawkonaraz.pl/pytanie/8074/czy-jadac-na-wprost-zblizysz-sie-do-miejsca-w-ktorym-rozpoczyna-sie-ruch-dwukierunkowy","Film do pytania 8074: Czy jadąc na wprost zbliżysz się do miejsca, w którym rozpoczyna się ruch dwukierunkowy?","Czy jadąc na wprost zbliżysz się do miejsca, w którym rozpoczyna się ruch dwukierunkowy?","Materiał wideo do pytania 8074 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy jadąc na wprost zbliżysz się do miejsca, w którym rozpoczyna się ruch dwukierunkowy.","ocena, czy jadąc na wprost zbliżysz się do miejsca, w którym rozpoczyna się ruch dwukierunkowy","https://prawkonaraz.pl/storage-bulk/media/questions/b/8074/image/poster.85da58147cf0.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8074/video/full.22d26489c429.mp4","6","2026-04-09T02:21:31+02:00","Miejska arteria z tramwajowym torowiskiem, wysokim budynkiem w tle i pojazdami przed kamerą pokazuje zmianę organizacji ruchu. Ujęcie akcentuje przejście z jednego układu jezdni w drugi.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8075","B","https://prawkonaraz.pl/pytanie/8075/czy-w-przedstawionej-sytuacji-zblizasz-sie-do-przejazdu-kolejowego-z-zaporami","Film do pytania 8075: Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami?","Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami?","Wideo powiązane z pytaniem 8075 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami.","ocena, czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami","https://prawkonaraz.pl/storage-bulk/media/questions/b/8075/image/poster.3c2f7398f715.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8075/video/full.804945c67859.mp4","6","2026-04-09T02:21:31+02:00","Ten sam dojazd do przejazdu kolejowego pokazuje znak przy prawej stronie, przejście dla pieszych i samochód przed torami. Kadr pomaga porównać oznaczenia przejazdu oraz otoczenie wlotu.","batch-022 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-022","8080","B","https://prawkonaraz.pl/pytanie/8080/czy-widoczne-oznakowanie-ostrzega-o-przejezdzie-kolejowym-z-zaporami","Film do pytania 8080: Czy widoczne oznakowanie ostrzega o przejeździe kolejowym z zaporami?","Czy widoczne oznakowanie ostrzega o przejeździe kolejowym z zaporami?","Materiał wideo do pytania 8080 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy widoczne oznakowanie ostrzega o przejeździe kolejowym z zaporami.","ocena, czy widoczne oznakowanie ostrzega o przejeździe kolejowym z zaporami","https://prawkonaraz.pl/storage-bulk/media/questions/b/8080/image/poster.d64f794b9872.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/8080/video/full.40618ff4d9d5.mp4","6","2026-04-09T02:21:31+02:00","Szeroka ulica z tablicami kierunkowymi, sygnalizacją i oznaczeniem kolejowym w pobliżu pokazuje dojazd do przejazdu. Materiał skupia uwagę na znakach ostrzegawczych, pasach ruchu i sygnałach.","batch-022 accepted after owner review; not yet connected to production sitemap"
