"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-016","6082","A","https://prawkonaraz.pl/pytanie/6082/czy-w-tej-sytuacji-masz-prawo-wjechac-na-skrzyzowanie","Film do pytania 6082: Czy w tej sytuacji masz prawo wjechać na skrzyżowanie?","Czy w tej sytuacji masz prawo wjechać na skrzyżowanie?","Nagranie przypisane do pytania 6082 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji masz prawo wjechać na skrzyżowanie.","ocena, czy w tej sytuacji masz prawo wjechać na skrzyżowanie","https://prawkonaraz.pl/storage-bulk/media/questions/a/6082/image/poster.4a62a025549d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6082/video/full.0bda2aa3f581.mp4","3","2026-04-09T02:04:42+02:00","Leśna arteria z sygnalizacją świetlną i przejściem dla pieszych pokazuje dojazd do skrzyżowania w spokojnym ruchu. Ujęcie koncentruje uwagę na kolorze sygnału, pasach oraz przestrzeni za linią zatrzymania.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6083","A","https://prawkonaraz.pl/pytanie/6083/czy-w-tej-sytuacji-wolno-ci-zawrocic-na-skrzyzowaniu","Film do pytania 6083: Czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu?","Czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu?","Wideo powiązane z pytaniem 6083 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu.","ocena, czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu","https://prawkonaraz.pl/storage-bulk/media/questions/a/6083/image/poster.7b7109bfc2fc.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6083/video/full.34c8fce33d6b.mp4","7","2026-04-09T02:04:42+02:00","Śródmiejski wjazd z tramwajowym torowiskiem, czerwonym sygnałem i zabudową po obu stronach przedstawia manewr planowany przy skrzyżowaniu. Kadr pomaga przeanalizować znaki, sygnalizatory oraz możliwy tor jazdy.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6084","A","https://prawkonaraz.pl/pytanie/6084/czy-wyjezdzajac-ze-strefy-zamieszkania-wlaczasz-sie-do-ruchu","Film do pytania 6084: Czy wyjeżdżając ze strefy zamieszkania, włączasz się do ruchu?","Czy wyjeżdżając ze strefy zamieszkania, włączasz się do ruchu?","Nagranie przypisane do pytania 6084 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy wyjeżdżając ze strefy zamieszkania, włączasz się do ruchu.","ocena, czy wyjeżdżając ze strefy zamieszkania, włączasz się do ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/a/6084/image/poster.7082559322b2.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6084/video/full.1734b136319e.mp4","5","2026-04-09T02:04:42+02:00","Osiedlowa droga z autami ustawionymi przy poprzecznej jezdni pokazuje wyjazd z uspokojonej przestrzeni mieszkalnej. Scena skupia uwagę na granicy strefy, widoczności i relacji z pojazdami na drodze głównej.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6087","A","https://prawkonaraz.pl/pytanie/6087/czy-skrecajac-w-prawo-na-tym-skrzyzowaniu-masz-pierwszenstwo-przed-nadjezdzajacym-pojazdem","Film do pytania 6087: Czy skręcając w prawo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazd...","Czy skręcając w prawo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem?","Klip wideo dla pytania 6087 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy skręcając w prawo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem.","ocena, czy skręcając w prawo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem","https://prawkonaraz.pl/storage-bulk/media/questions/a/6087/image/poster.ac24c13153a7.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6087/video/full.f55178769594.mp4","7","2026-04-09T02:04:42+02:00","Szeroka ulica między blokami prowadzi do prostego skrzyżowania z pojazdami widocznymi w oddali. Materiał dotyczy ustawienia auta przed skrętem oraz obserwacji ruchu nadjeżdżającego z boku.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6088","A","https://prawkonaraz.pl/pytanie/6088/czy-skrecajac-w-lewo-na-tym-skrzyzowaniu-masz-pierwszenstwo-przed-nadjezdzajacym-pojazdem","Film do pytania 6088: Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazde...","Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem?","Film przy pytaniu 6088 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem.","ocena, czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem","https://prawkonaraz.pl/storage-bulk/media/questions/a/6088/image/poster.aa226f97b8fe.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6088/video/full.0256c393d9b2.mp4","7","2026-04-09T02:04:43+02:00","Parkingowy odcinek osiedlowej jezdni z samochodami po prawej stronie pokazuje przygotowanie do zmiany kierunku. Ujęcie akcentuje ograniczoną przestrzeń, martwe pola i konieczność spokojnej obserwacji skrzyżowania.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6089","A","https://prawkonaraz.pl/pytanie/6089/czy-skrecajac-w-lewo-na-tym-skrzyzowaniu-masz-pierwszenstwo-przed-nadjezdzajacym-z-przeciwka-pojazdem","Film do pytania 6089: Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym z przec...","Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym z przeciwka pojazdem?","Klip wideo dla pytania 6089 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym z przeciwka pojazdem.","ocena, czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym z przeciwka pojazdem","https://prawkonaraz.pl/storage-bulk/media/questions/a/6089/image/poster.cddadda2618a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6089/video/full.12506b8f21a0.mp4","5","2026-04-09T02:04:43+02:00","Zielona aleja z szerokim poboczem i ruchem w obu kierunkach przedstawia dojazd do miejsca planowanego skrętu. Kadr pozwala skupić się na położeniu pojazdu, widoczności oraz nadjeżdżającym aucie.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6090","A","https://prawkonaraz.pl/pytanie/6090/czy-wjezdzajac-z-chodnika-na-jezdnie-wlaczasz-sie-do-ruchu","Film do pytania 6090: Czy wjeżdżając z chodnika na jezdnię, włączasz się do ruchu?","Czy wjeżdżając z chodnika na jezdnię, włączasz się do ruchu?","Wideo powiązane z pytaniem 6090 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy wjeżdżając z chodnika na jezdnię, włączasz się do ruchu.","ocena, czy wjeżdżając z chodnika na jezdnię, włączasz się do ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/a/6090/image/poster.fa24bee76665.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6090/video/full.e9bedf81e7a0.mp4","8","2026-04-09T02:04:43+02:00","Kadr z poboczem, chodnikiem i pasem jezdni pokazuje moment opuszczania przestrzeni poza głównym torem ruchu. Scena pomaga prześledzić włączanie się do ruchu i kontakt z pojazdami na jezdni.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6091","A","https://prawkonaraz.pl/pytanie/6091/czy-jadac-na-wprost-na-tym-skrzyzowaniu-masz-pierwszenstwo-przed-rowerzysta","Film do pytania 6091: Czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed rowerzystą?","Czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed rowerzystą?","Nagranie przypisane do pytania 6091 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed rowerzystą.","ocena, czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed rowerzystą","https://prawkonaraz.pl/storage-bulk/media/questions/a/6091/image/poster.196476646269.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6091/video/full.8daefc229e80.mp4","5","2026-04-09T02:04:43+02:00","Prosta jezdnia wśród zabudowy mieszkalnej, żółty samochód przy prawej krawędzi i rowerowa infrastruktura tworzą scenę do analizy. Ujęcie kieruje uwagę na relację kierującego z rowerzystą oraz przebieg pasa.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6094","A","https://prawkonaraz.pl/pytanie/6094/czy-wlaczajac-sie-do-ruchu-masz-obowiazek-ustapic-pierwszenstwa-pieszemu-ktory-znajduje-sie-poza-przejsciem-dla-pieszych","Film do pytania 6094: Czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa pieszemu, który znajduje...","Czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa pieszemu, który znajduje się poza przejściem dla pieszych?","Materiał wideo do pytania 6094 dla kategorii A pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa pieszemu, który znajduje się poza przejściem dla pieszych.","ocena, czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa pieszemu, który znajduje się poza przejściem dla pieszych","https://prawkonaraz.pl/storage-bulk/media/questions/a/6094/image/poster.8e1f6c906d1b.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6094/video/full.955b9c25e7f3.mp4","5","2026-04-09T02:04:43+02:00","Przejście na lokalnej ulicy z pieszą osobą na jezdni pokazuje newralgiczny moment ruszania z bocznego miejsca. Materiał skupia uwagę na obserwacji pieszego, krawędzi chodnika i bezpiecznym tempie włączenia.","batch-016 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-016","6095","A","https://prawkonaraz.pl/pytanie/6095/czy-wyjezdzajac-z-parkingu-powinienes-ustapic-pierwszenstwa-pojazdom-jadacym-po-jezdni","Film do pytania 6095: Czy wyjeżdżając z parkingu powinieneś ustąpić pierwszeństwa pojazdom jadącym po jezdni?","Czy wyjeżdżając z parkingu powinieneś ustąpić pierwszeństwa pojazdom jadącym po jezdni?","Wideo powiązane z pytaniem 6095 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy wyjeżdżając z parkingu powinieneś ustąpić pierwszeństwa pojazdom jadącym po jezdni.","ocena, czy wyjeżdżając z parkingu powinieneś ustąpić pierwszeństwa pojazdom jadącym po jezdni","https://prawkonaraz.pl/storage-bulk/media/questions/a/6095/image/poster.8f54cdf5c847.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/6095/video/full.cbc6f7c43deb.mp4","6","2026-04-09T02:04:43+02:00","Zatoka parkingowa przy ruchliwej ulicy pokazuje wyjazd spomiędzy zaparkowanych samochodów. Kadr pomaga ocenić widoczność przez stojące auta, strumień pojazdów oraz miejsce włączenia do ruchu.","batch-016 accepted after owner review; not yet connected to production sitemap"
