"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-003","10440","B","https://prawkonaraz.pl/pytanie/10440/czy-ten-znak-oznacza-koniec-drogi-z-pierwszenstwem","Film do pytania 10440: Czy ten znak oznacza koniec drogi z pierwszeństwem?","Czy ten znak oznacza koniec drogi z pierwszeństwem?","Nagranie przypisane do pytania 10440 dla kategorii B przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy ten znak oznacza koniec drogi z pierwszeństwem.","ocena, czy ten znak oznacza koniec drogi z pierwszeństwem","https://prawkonaraz.pl/storage-bulk/media/questions/b/10440/image/poster.47461f43a99a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10440/video/full.73a3be3192e2.mp4","7","2026-04-09T02:24:56+02:00","Ulica z drzewami, zaparkowanymi pojazdami i widocznym znakiem przy jezdni pokazuje zmianę statusu drogi z pierwszeństwem. Opis skupia się na odczytaniu tablicy i dalszym układzie skrzyżowań.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10441","B","https://prawkonaraz.pl/pytanie/10441/czy-w-tej-sytuacji-zblizasz-sie-do-skrzyzowania-z-droga-podporzadkowana","Film do pytania 10441: Czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną?","Czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną?","Film przy pytaniu 10441 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną.","ocena, czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną","https://prawkonaraz.pl/storage-bulk/media/questions/b/10441/image/poster.47461f43a99a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10441/video/full.73a3be3192e2.mp4","7","2026-04-09T02:24:56+02:00","Ten sam miejski odcinek z bocznymi ulicami i oznakowaniem przy krawędzi pozwala przeanalizować dojazd do skrzyżowania z drogą podporządkowaną. Scena zwraca uwagę na znaki i relację między wlotami.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10442","B","https://prawkonaraz.pl/pytanie/10442/czy-w-tej-sytuacji-zblizasz-sie-do-przejazdu-kolejowego","Film do pytania 10442: Czy w tej sytuacji zbliżasz się do przejazdu kolejowego?","Czy w tej sytuacji zbliżasz się do przejazdu kolejowego?","Materiał wideo do pytania 10442 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji zbliżasz się do przejazdu kolejowego.","ocena, czy w tej sytuacji zbliżasz się do przejazdu kolejowego","https://prawkonaraz.pl/storage-bulk/media/questions/b/10442/image/poster.3398618cd499.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10442/video/full.e7735d804b05.mp4","10","2026-04-09T02:24:57+02:00","Droga przy ekranach akustycznych i pasie zieleni prowadzi w stronę infrastruktury kolejowej. Materiał koncentruje się na rozpoznaniu oznakowania przed przejazdem oraz na obserwacji przestrzeni za łukiem drogi.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10446","B","https://prawkonaraz.pl/pytanie/10446/czy-w-tej-sytuacji-nastepnym-sygnalem-dla-pasa-ruchu-ktorym-sie-poruszasz-bedzie-sygnal-czerwony","Film do pytania 10446: Czy w tej sytuacji następnym sygnałem dla pasa ruchu, którym się poruszasz będzie sygna...","Czy w tej sytuacji następnym sygnałem dla pasa ruchu, którym się poruszasz będzie sygnał czerwony?","Film przy pytaniu 10446 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji następnym sygnałem dla pasa ruchu, którym się poruszasz będzie sygnał czerwony.","ocena, czy w tej sytuacji następnym sygnałem dla pasa ruchu, którym się poruszasz będzie sygnał czerwony","https://prawkonaraz.pl/storage-bulk/media/questions/b/10446/image/poster.f0c03c6f0baa.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10446/video/full.9f5702ea2c58.mp4","9","2026-04-09T02:24:57+02:00","Szeroka ulica z tablicami i sygnalizacją nad pasami pokazuje przejazd pasem sterowanym osobnym sygnałem. Opis skupia się na sekwencji świateł, położeniu pojazdu i informacji widocznej nad jezdnią.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10450","B","https://prawkonaraz.pl/pytanie/10450/czy-widoczna-pod-znakiem-ostrzegawczym-tabliczka-wskazuje-uklad-torow-i-drogi-na-przejezdzie-tramwajowym","Film do pytania 10450: Czy widoczna pod znakiem ostrzegawczym tabliczka wskazuje układ torów i drogi na przeje...","Czy widoczna pod znakiem ostrzegawczym tabliczka wskazuje układ torów i drogi na przejeździe tramwajowym?","Wideo powiązane z pytaniem 10450 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy widoczna pod znakiem ostrzegawczym tabliczka wskazuje układ torów i drogi na przejeździe tramwajowym.","ocena, czy widoczna pod znakiem ostrzegawczym tabliczka wskazuje układ torów i drogi na przejeździe tramwajowym","https://prawkonaraz.pl/storage-bulk/media/questions/b/10450/image/poster.ef298046124d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10450/video/full.265b8062b66d.mp4","9","2026-04-09T02:24:00+02:00","Miejska droga z torowiskiem, znakiem ostrzegawczym i tabliczką pod znakiem pokazuje układ przecięcia jezdni z torami. Scena pomaga przeanalizować symbol tabliczki i przebieg szyn względem drogi.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10451","B","https://prawkonaraz.pl/pytanie/10451/czy-w-tej-sytuacji-nalezy-zachowac-szczegolna-ostroznosc","Film do pytania 10451: Czy w tej sytuacji należy zachować szczególną ostrożność?","Czy w tej sytuacji należy zachować szczególną ostrożność?","Nagranie przypisane do pytania 10451 dla kategorii B przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji należy zachować szczególną ostrożność.","ocena, czy w tej sytuacji należy zachować szczególną ostrożność","https://prawkonaraz.pl/storage-bulk/media/questions/b/10451/image/poster.ef298046124d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10451/video/full.265b8062b66d.mp4","9","2026-04-09T02:24:57+02:00","Ten sam dojazd przez teren miejski z torami i ograniczeniem prędkości pokazuje sytuację podwyższonej uwagi. Materiał akcentuje znaki, torowisko, chodnik oraz możliwy ruch pojazdów szynowych.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10454","B","https://prawkonaraz.pl/pytanie/10454/czy-w-tej-sytuacji-wolno-ci-skrecic-w-prawo-bez-zatrzymania-sie-przed-sygnalizatorem","Film do pytania 10454: Czy w tej sytuacji wolno Ci skręcić w prawo bez zatrzymania się przed sygnalizatorem?","Czy w tej sytuacji wolno Ci skręcić w prawo bez zatrzymania się przed sygnalizatorem?","Film przy pytaniu 10454 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji wolno Ci skręcić w prawo bez zatrzymania się przed sygnalizatorem.","ocena, czy w tej sytuacji wolno Ci skręcić w prawo bez zatrzymania się przed sygnalizatorem","https://prawkonaraz.pl/storage-bulk/media/questions/b/10454/image/poster.173bbd8f6537.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10454/video/full.7b21871c7270.mp4","8","2026-04-09T02:24:57+02:00","Skrzyżowanie z sygnalizatorem, przejściem i dużym budynkiem po prawej pokazuje planowany skręt w prawo. Opis koncentruje się na położeniu sygnalizatora, krawędzi jezdni i torze skrętu.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10455","B","https://prawkonaraz.pl/pytanie/10455/czy-w-tej-sytuacji-wolno-ci-skrecic-w-prawo-zanim-pieszy-wejdzie-na-zajmowany-przez-ciebie-pas-ruchu","Film do pytania 10455: Czy w tej sytuacji wolno Ci skręcić w prawo zanim pieszy wejdzie na zajmowany przez Cie...","Czy w tej sytuacji wolno Ci skręcić w prawo zanim pieszy wejdzie na zajmowany przez Ciebie pas ruchu?","Klip wideo dla pytania 10455 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji wolno Ci skręcić w prawo zanim pieszy wejdzie na zajmowany przez Ciebie pas ruchu.","ocena, czy w tej sytuacji wolno Ci skręcić w prawo zanim pieszy wejdzie na zajmowany przez Ciebie pas ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/b/10455/image/poster.173bbd8f6537.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10455/video/full.7b21871c7270.mp4","8","2026-04-09T02:24:57+02:00","Ten sam kadr ze skrzyżowaniem i przejściem dla pieszych pozwala osobno ocenić moment skrętu wobec pieszego. Scena skupia uwagę na pasie ruchu, chodniku i przewidywanym torze wejścia na jezdnię.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10459","B","https://prawkonaraz.pl/pytanie/10459/czy-sygnal-zolty-migajacy-oznacza-ze-za-chwile-zapali-sie-sygnal-zielony","Film do pytania 10459: Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał zielony?","Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał zielony?","Materiał wideo do pytania 10459 dla kategorii B pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał zielony.","ocena, czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał zielony","https://prawkonaraz.pl/storage-bulk/media/questions/b/10459/image/poster.8c51e9147f34.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10459/video/full.02025738334b.mp4","9","2026-04-09T02:24:57+02:00","Ulica z tramwajem po prawej i sygnalizatorem pokazuje żółte światło migające w miejskim otoczeniu. Opis skupia się na znaczeniu sygnału, ruchu tramwaju oraz zachowaniu kierowcy przed skrzyżowaniem.","quality accepted by client; ready for implementation planning"
"accepted","batch-003","10460","B","https://prawkonaraz.pl/pytanie/10460/czy-sygnal-zolty-migajacy-oznacza-ze-za-chwile-zapali-sie-sygnal-czerwony","Film do pytania 10460: Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał czerwony?","Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał czerwony?","Wideo powiązane z pytaniem 10460 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał czerwony.","ocena, czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał czerwony","https://prawkonaraz.pl/storage-bulk/media/questions/b/10460/image/poster.8c51e9147f34.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/10460/video/full.02025738334b.mp4","9","2026-04-09T02:24:57+02:00","Kadr z tym samym tramwajem i sygnalizacją pozwala przeanalizować, czy żółty sygnał migający zapowiada zmianę na inny kolor. Materiał akcentuje obserwację świateł i sytuacji przy torowisku.","quality accepted by client; ready for implementation planning"
