"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-015","4394","A","https://prawkonaraz.pl/pytanie/4394/czy-w-tej-sytuacji-uzasadnione-jest-zmniejszenie-predkosci-podczas-omijania","Film do pytania 4394: Czy w tej sytuacji uzasadnione jest zmniejszenie prędkości podczas omijania?","Czy w tej sytuacji uzasadnione jest zmniejszenie prędkości podczas omijania?","Klip wideo dla pytania 4394 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji uzasadnione jest zmniejszenie prędkości podczas omijania.","ocena, czy w tej sytuacji uzasadnione jest zmniejszenie prędkości podczas omijania","https://prawkonaraz.pl/storage-bulk/media/questions/a/4394/image/poster.ed553addded1.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4394/video/full.93ba1939603b.mp4","9","2026-04-09T02:01:33+02:00","Miejska ulica z zaparkowanymi autami po obu stronach pokazuje sytuację omijania przy ograniczonej szerokości pasa. Kadr skupia uwagę na bocznym odstępie i tempie przejazdu.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4395","A","https://prawkonaraz.pl/pytanie/4395/czy-w-tej-sytuacji-masz-prawo-jechac-z-wlaczonymi-swiatlami-drogowymi","Film do pytania 4395: Czy w tej sytuacji masz prawo jechać z włączonymi światłami drogowymi?","Czy w tej sytuacji masz prawo jechać z włączonymi światłami drogowymi?","Klip wideo dla pytania 4395 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji masz prawo jechać z włączonymi światłami drogowymi.","ocena, czy w tej sytuacji masz prawo jechać z włączonymi światłami drogowymi","https://prawkonaraz.pl/storage-bulk/media/questions/a/4395/image/poster.f8bc2756a67a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4395/video/full.2f4ebe2915a7.mp4","10","2026-04-09T02:01:33+02:00","Nocna droga z latarniami, znakiem przy poboczu i ciemnym otoczeniem pokazuje jazdę przy ograniczonej widoczności. Ujęcie dotyczy doboru świateł względem ruchu i warunków.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4396","B","https://prawkonaraz.pl/pytanie/4396/czy-w-tej-sytuacji-zamiast-swiatel-mijania-wolno-ci-uzywac-swiatel-do-jazdy-dziennej","Film do pytania 4396: Czy w tej sytuacji zamiast świateł mijania wolno Ci używać świateł do jazdy dziennej?","Czy w tej sytuacji zamiast świateł mijania wolno Ci używać świateł do jazdy dziennej?","Klip wideo dla pytania 4396 dla kategorii B pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji zamiast świateł mijania wolno Ci używać świateł do jazdy dziennej.","ocena, czy w tej sytuacji zamiast świateł mijania wolno Ci używać świateł do jazdy dziennej","https://prawkonaraz.pl/storage-bulk/media/questions/b/4396/image/poster.cad91659b5ef.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/4396/video/full.f651c3c4afbb.mp4","10","2026-04-09T02:01:33+02:00","Dzienna jezdnia z pasem zieleni i pojazdami w oddali pokazuje spokojny ruch w dobrych warunkach. Materiał skupia się na rodzaju oświetlenia używanego podczas jazdy.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4397","A","https://prawkonaraz.pl/pytanie/4397/czy-w-tej-sytuacji-powinienes-uzyc-sygnalu-dzwiekowego","Film do pytania 4397: Czy w tej sytuacji powinieneś użyć sygnału dźwiękowego?","Czy w tej sytuacji powinieneś użyć sygnału dźwiękowego?","Materiał wideo do pytania 4397 dla kategorii A pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji powinieneś użyć sygnału dźwiękowego.","ocena, czy w tej sytuacji powinieneś użyć sygnału dźwiękowego","https://prawkonaraz.pl/storage-bulk/media/questions/a/4397/image/poster.a4dd920568a3.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4397/video/full.81a21e313bf9.mp4","8","2026-04-09T02:01:33+02:00","Szeroka ulica z liniami prowadzącymi i pojazdami w oddali pokazuje sytuację przed możliwym użyciem sygnału dźwiękowego. Scena odnosi sygnał do realnego otoczenia drogi.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4413","A","https://prawkonaraz.pl/pytanie/4413/zamierzasz-skrecic-w-lewo-a-pojazd-nadjezdzajacy-z-prawej-strony-chce-jechac-na-wprost-czy-masz-przed-nim-pierwszenstwo","Film do pytania 4413: Zamierzasz skręcić w lewo, a pojazd nadjeżdżający z prawej strony chce jechać na wprost....","Zamierzasz skręcić w lewo, a pojazd nadjeżdżający z prawej strony chce jechać na wprost. Czy masz przed nim pierwszeństwo?","Nagranie przypisane do pytania 4413 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: zamierzasz skręcić w lewo, a pojazd nadjeżdżający z prawej strony chce jechać na wprost. Czy masz przed nim pierwszeństwo.","zamierzasz skręcić w lewo, a pojazd nadjeżdżający z prawej strony chce jechać na wprost. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/a/4413/image/poster.e840c91c0e70.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4413/video/full.474d191682ca.mp4","10","2026-04-09T02:01:33+02:00","Miejskie skrzyżowanie z zabudową po prawej i pojazdem nadjeżdżającym z boku pokazuje przygotowanie do skrętu w lewo. Kadr porządkuje przecięcie torów na wlocie.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4454","B","https://prawkonaraz.pl/pytanie/4454/czy-tak-pozostawiony-na-postoju-bez-opieki-pojazd-jest-prawidlowo-zabezpieczony-przed-mozliwoscia-uruchomienia-go-przez-osobe-niepowolana","Film do pytania 4454: Czy tak pozostawiony na postoju bez opieki pojazd jest prawidłowo zabezpieczony przed mo...","Czy tak pozostawiony na postoju bez opieki pojazd jest prawidłowo zabezpieczony przed możliwością uruchomienia go przez osobę niepowołaną?","Wideo powiązane z pytaniem 4454 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy tak pozostawiony na postoju bez opieki pojazd jest prawidłowo zabezpieczony przed możliwością uruchomienia go przez osobę ni...","ocena, czy tak pozostawiony na postoju bez opieki pojazd jest prawidłowo zabezpieczony przed możliwością uruchomienia go przez osobę ni","https://prawkonaraz.pl/storage-bulk/media/questions/b/4454/image/poster.4010b1d7a1e1.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/4454/video/full.8de1ed028d66.mp4","10","2026-04-09T02:01:33+02:00","Auto pozostawione przy spokojnej drodze i zielonym poboczu tworzy scenę postoju bez kierowcy. Materiał skupia uwagę na zabezpieczeniu pojazdu oraz jego położeniu przy jezdni.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4458","A","https://prawkonaraz.pl/pytanie/4458/zamierzasz-skrecic-w-prawo-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-lewej-strony","Film do pytania 4458: Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdża...","Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?","Wideo powiązane z pytaniem 4458 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony.","zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/4458/image/poster.cb1b1f4e7553.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4458/video/full.af9dcc05df31.mp4","10","2026-04-09T02:01:33+02:00","Szeroka ulica z pojazdem nadjeżdżającym z naprzeciwka i pasami prowadzącymi do skrzyżowania pokazuje skręt w prawo. Ujęcie akcentuje obserwację ruchu z przeciwka.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4474","A","https://prawkonaraz.pl/pytanie/4474/zamierzasz-jechac-na-wprost-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-lewej-strony","Film do pytania 4474: Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdż...","Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?","Film przy pytaniu 4474 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony.","zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/4474/image/poster.367ae99605c0.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4474/video/full.7326c1b1966e.mp4","10","2026-04-09T02:01:33+02:00","Wąska droga przy wysokim ogrodzeniu i chodniku prowadzi na wprost przez lokalne skrzyżowanie. Kadr skupia się na ruchu z prawej strony oraz ograniczonej widoczności wlotu.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4475","A","https://prawkonaraz.pl/pytanie/4475/skrecasz-w-prawo-a-kierujacy-nadjezdzajacy-z-przeciwka-zamierza-skrecic-w-lewo-czy-masz-przed-nim-pierwszenstwo","Film do pytania 4475: Skręcasz w prawo, a kierujący nadjeżdżający z przeciwka zamierza skręcić w lewo. Czy mas...","Skręcasz w prawo, a kierujący nadjeżdżający z przeciwka zamierza skręcić w lewo. Czy masz przed nim pierwszeństwo?","Klip wideo dla pytania 4475 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: skręcasz w prawo, a kierujący nadjeżdżający z przeciwka zamierza skręcić w lewo. Czy masz przed nim pierwszeństwo.","skręcasz w prawo, a kierujący nadjeżdżający z przeciwka zamierza skręcić w lewo. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/a/4475/image/poster.7f9787ae7820.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4475/video/full.a46f9db515c4.mp4","10","2026-04-09T02:01:33+02:00","Ulica z zaparkowanymi autami i pojazdem nadjeżdżającym z przeciwka pokazuje skręt w prawo w ciasnym otoczeniu. Scena porządkuje relację z autem skręcającym w lewo.","batch-015 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-015","4488","A","https://prawkonaraz.pl/pytanie/4488/czy-w-tej-sytuacji-miales-obowiazek-wlaczyc-kierunkowskaz","Film do pytania 4488: Czy w tej sytuacji miałeś obowiązek włączyć kierunkowskaz?","Czy w tej sytuacji miałeś obowiązek włączyć kierunkowskaz?","Materiał wideo do pytania 4488 dla kategorii A pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji miałeś obowiązek włączyć kierunkowskaz.","ocena, czy w tej sytuacji miałeś obowiązek włączyć kierunkowskaz","https://prawkonaraz.pl/storage-bulk/media/questions/a/4488/image/poster.d08d00c69326.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/4488/video/full.d4b3708f794f.mp4","10","2026-04-09T02:01:33+02:00","Pusta osiedlowa droga z równym szpalerem drzew i łagodnym przebiegiem pokazuje zmianę kierunku lub pasa. Materiał dotyczy czytelnego sygnalizowania zamiaru oraz toru jazdy.","batch-015 accepted after owner review; not yet connected to production sitemap"
