"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-011","1732","A","https://prawkonaraz.pl/pytanie/1732/czy-w-tej-sytuacji-powinienes-byl-upewnic-sie-ze-mozesz-bezpiecznie-zmienic-pas-ruchu","Film do pytania 1732: Czy w tej sytuacji powinieneś był upewnić się, że możesz bezpiecznie zmienić pas ruchu?","Czy w tej sytuacji powinieneś był upewnić się, że możesz bezpiecznie zmienić pas ruchu?","Nagranie przypisane do pytania 1732 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji powinieneś był upewnić się, że możesz bezpiecznie zmienić pas ruchu.","ocena, czy w tej sytuacji powinieneś był upewnić się, że możesz bezpiecznie zmienić pas ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/a/1732/image/poster.eda6c34a02f2.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1732/video/full.a597eb176da6.mp4","10","2026-04-09T01:47:38+02:00","Szerokie skrzyżowanie z pasami prowadzącymi łukiem i pojazdem po prawej stronie pokazuje moment zmiany toru jazdy. Kadr skupia się na sprawdzeniu sąsiedniego pasa oraz martwych pól.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1737","A","https://prawkonaraz.pl/pytanie/1737/czy-na-tym-skrzyzowaniu-masz-obowiazek-wlaczyc-kierunkowskaz-zanim-skrecisz-w-prawo","Film do pytania 1737: Czy na tym skrzyżowaniu masz obowiązek włączyć kierunkowskaz, zanim skręcisz w prawo?","Czy na tym skrzyżowaniu masz obowiązek włączyć kierunkowskaz, zanim skręcisz w prawo?","Wideo powiązane z pytaniem 1737 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy na tym skrzyżowaniu masz obowiązek włączyć kierunkowskaz, zanim skręcisz w prawo.","ocena, czy na tym skrzyżowaniu masz obowiązek włączyć kierunkowskaz, zanim skręcisz w prawo","https://prawkonaraz.pl/storage-bulk/media/questions/a/1737/image/poster.99473d8c9c88.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1737/video/full.41d86a8e40d2.mp4","10","2026-04-09T01:47:38+02:00","Na dojeździe do skrzyżowania widoczny jest pas do skrętu, zaparkowane auta i znak kierunku. Scena akcentuje czytelne sygnalizowanie zamiaru przed wjazdem w prawy łuk.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1770","C","https://prawkonaraz.pl/pytanie/1770/czy-w-tej-sytuacji-masz-prawo-uzyc-sygnalu-dzwiekowego-by-uprzedzic-rowerzyste-ze-zamierzasz-go-wyprzedzic","Film do pytania 1770: Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, by uprzedzić rowerzystę, że zami...","Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, by uprzedzić rowerzystę, że zamierzasz go wyprzedzić?","Klip wideo dla pytania 1770 dla kategorii C pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, by uprzedzić rowerzystę, że zamierzasz go wyprzedzić.","ocena, czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, by uprzedzić rowerzystę, że zamierzasz go wyprzedzić","https://prawkonaraz.pl/storage-bulk/media/questions/c/1770/image/poster.9f9183b655f8.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/c/1770/video/full.2f2eb152e138.mp4","7","2026-04-09T01:47:40+02:00","Widok z kabiny dużego pojazdu pokazuje rowerzystę przed maską i ograniczone pole obserwacji przy krawędzi jezdni. Materiał dotyczy kontaktu z niechronionym uczestnikiem ruchu.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1793","A","https://prawkonaraz.pl/pytanie/1793/czy-w-tej-sytuacji-jadac-na-obszarze-zabudowanym-w-razie-potrzeby-masz-obowiazek-zatrzymac-sie-aby-umozliwic-wlaczenie-sie-autobusu-do-ruchu","Film do pytania 1793: Czy w tej sytuacji jadąc na obszarze zabudowanym, w razie potrzeby, masz obowiązek zatrz...","Czy w tej sytuacji jadąc na obszarze zabudowanym, w razie potrzeby, masz obowiązek zatrzymać się aby umożliwić włączenie się autobusu do ruchu?","Wideo powiązane z pytaniem 1793 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji jadąc na obszarze zabudowanym, w razie potrzeby, masz obowiązek zatrzymać się aby umożliwić włączenie się aut...","ocena, czy w tej sytuacji jadąc na obszarze zabudowanym, w razie potrzeby, masz obowiązek zatrzymać się aby umożliwić włączenie się aut","https://prawkonaraz.pl/storage-bulk/media/questions/a/1793/image/poster.a50e0be0a3bd.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1793/video/full.f9a88501dbf5.mp4","12","2026-04-09T01:47:38+02:00","Łuk drogi pod wiaduktem prowadzi obok zatoki i przystanku, gdzie autobus może włączać się do ruchu. Ujęcie pokazuje relację między pasem jazdy, zatoką i pojazdem komunikacji.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1824","C","https://prawkonaraz.pl/pytanie/1824/zamierzasz-jechac-na-wprost-a-kierujacy-pojazdem-nadjezdzajacym-z-przeciwka-planuje-skrecic-w-lewo-czy-masz-obowiazek-ustapienia-mu-pierwszenstwa","Film do pytania 1824: Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skr...","Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpienia mu pierwszeństwa?","Materiał wideo do pytania 1824 dla kategorii C pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpienia...","zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpienia","https://prawkonaraz.pl/storage-bulk/media/questions/c/1824/image/poster.2fd147603311.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/c/1824/video/full.eb3fb7675148.mp4","10","2026-04-09T01:47:00+02:00","Z kabiny pojazdu widać skrzyżowanie z wyspą, znakiem po lewej i ruchem z przeciwnego kierunku. Scena porządkuje obserwację przed przejazdem na wprost przez wlot.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1829","C","https://prawkonaraz.pl/pytanie/1829/zamierzasz-jechac-na-wprost-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-lewej-strony","Film do pytania 1829: Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdż...","Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?","Wideo powiązane z pytaniem 1829 dla kategorii C przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony.","zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/c/1829/image/poster.9fade91ac145.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/c/1829/video/full.ad8d05eca017.mp4","10","2026-04-09T01:47:00+02:00","Droga widziana z wyższej kabiny prowadzi do skrzyżowania z bocznymi wlotami i przejściem zieleni po prawej. Kadr pomaga ocenić kolejność ruchu przy jeździe na wprost.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1830","C","https://prawkonaraz.pl/pytanie/1830/zamierzasz-skrecic-w-lewo-a-kierujacy-pojazdem-nadjezdzajacym-z-przeciwka-planuje-jechac-na-wprost-czy-masz-przed-nim-pierwszenstwo","Film do pytania 1830: Zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jecha...","Zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz przed nim pierwszeństwo?","Wideo powiązane z pytaniem 1830 dla kategorii C przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz przed nim pierwszeństwo.","zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/c/1830/image/poster.47b3ad465eb0.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/c/1830/video/full.c71f6259656d.mp4","11","2026-04-09T01:47:00+02:00","Przed pojazdem ciężarowym rozciąga się jezdnia z pasem do skrętu i autem jadącym z przeciwka. Materiał skupia się na torze skrętu w lewo, szerokości wlotu oraz ruchu naprzeciw.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1831","C","https://prawkonaraz.pl/pytanie/1831/zamierzasz-jechac-na-wprost-a-kierujacy-pojazdem-nadjezdzajacym-z-przeciwka-planuje-skrecic-w-lewo-czy-masz-obowiazek-ustapic-mu-pierwszenstwa","Film do pytania 1831: Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skr...","Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa?","Klip wideo dla pytania 1831 dla kategorii C pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpić...","zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpić","https://prawkonaraz.pl/storage-bulk/media/questions/c/1831/image/poster.616c6bb97292.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/c/1831/video/full.bc0587a95c7f.mp4","11","2026-04-09T01:47:00+02:00","Kamera z dużego pojazdu pokazuje skrzyżowanie z boczną drogą i cieniem drzew na jezdni. Ujęcie pomaga rozpoznać zamiary pojazdu z przeciwka przy jeździe na wprost.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","1898","A","https://prawkonaraz.pl/pytanie/1898/zamierzasz-skrecic-w-lewo-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdom-jadacym-z-naprzeciwka","Film do pytania 1898: Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdom jadącym z n...","Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdom jadącym z naprzeciwka?","Wideo powiązane z pytaniem 1898 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdom jadącym z naprzeciwka.","zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdom jadącym z naprzeciwka","https://prawkonaraz.pl/storage-bulk/media/questions/a/1898/image/poster.5eb59019d363.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1898/video/full.7439bbbffc60.mp4","10","2026-04-09T01:47:38+02:00","Miejska ulica z torowiskiem, sygnalizacją i czerwonym autem na skrzyżowaniu pokazuje skręt w lewo wśród zabudowy. Scena skupia uwagę na ruchu jadącym z naprzeciwka.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2127","A","https://prawkonaraz.pl/pytanie/2127/jedziesz-na-wprost-przez-skrzyzowanie-czy-masz-pierwszenstwo-przed-pojazdem-jadacym-z-przeciwka-ktory-zamierza-skrecic-w-lewo","Film do pytania 2127: Jedziesz na wprost przez skrzyżowanie. Czy masz pierwszeństwo przed pojazdem jadącym z p...","Jedziesz na wprost przez skrzyżowanie. Czy masz pierwszeństwo przed pojazdem jadącym z przeciwka, który zamierza skręcić w lewo?","Klip wideo dla pytania 2127 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: jedziesz na wprost przez skrzyżowanie. Czy masz pierwszeństwo przed pojazdem jadącym z przeciwka, który zamierza skręcić w lewo...","jedziesz na wprost przez skrzyżowanie. Czy masz pierwszeństwo przed pojazdem jadącym z przeciwka, który zamierza skręcić w lewo","https://prawkonaraz.pl/storage-bulk/media/questions/a/2127/image/poster.4660a3776ece.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2127/video/full.357a45cc9a96.mp4","10","2026-04-09T01:47:38+02:00","Zacieniony dojazd do skrzyżowania pokazuje samochód na wlocie z przeciwka i szeroką przestrzeń przejazdu. Materiał dotyczy kolejności ruchu przy jeździe na wprost.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2128","A","https://prawkonaraz.pl/pytanie/2128/zamierzasz-skrecic-w-lewo-na-skrzyzowaniu-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-jadacemu-z-przeciwnego-kierunku-na-wprost","Film do pytania 2128: Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa poja...","Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi jadącemu z przeciwnego kierunku na wprost?","Film przy pytaniu 2128 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi jadącemu z przeciwnego kierunku na wprost...","zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi jadącemu z przeciwnego kierunku na wprost","https://prawkonaraz.pl/storage-bulk/media/questions/a/2128/image/poster.db85ee7098d3.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2128/video/full.6074ebcd6fe5.mp4","10","2026-04-09T01:47:38+02:00","Droga wśród zieleni prowadzi do skrzyżowania, gdzie pojazd z naprzeciwka porusza się po otwartym torze. Ujęcie koncentruje się na relacji skrętu w lewo z jazdą na wprost.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2129","A","https://prawkonaraz.pl/pytanie/2129/zamierzasz-skrecic-w-lewo-na-skrzyzowaniu-czy-masz-obowiazek-ustapic-pierwszenstwa-autobusowi-jadacemu-z-przeciwka-na-wprost","Film do pytania 2129: Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa auto...","Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa autobusowi jadącemu z przeciwka na wprost?","Film przy pytaniu 2129 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa autobusowi jadącemu z przeciwka na wprost.","zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa autobusowi jadącemu z przeciwka na wprost","https://prawkonaraz.pl/storage-bulk/media/questions/a/2129/image/poster.d080305e7048.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2129/video/full.c43aaafe8e1c.mp4","10","2026-04-09T01:47:38+02:00","Na miejskim skrzyżowaniu widoczny jest autobus jadący z przeciwnego kierunku, a pojazd przed kamerą planuje skręt. Kadr akcentuje gabaryt autobusu i przecięcie torów jazdy.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2212","A","https://prawkonaraz.pl/pytanie/2212/czy-w-tej-sytuacji-wolno-ci-uzyc-ostrzegawczego-sygnalu-dzwiekowego","Film do pytania 2212: Czy w tej sytuacji wolno Ci użyć ostrzegawczego sygnału dźwiękowego?","Czy w tej sytuacji wolno Ci użyć ostrzegawczego sygnału dźwiękowego?","Wideo powiązane z pytaniem 2212 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji wolno Ci użyć ostrzegawczego sygnału dźwiękowego.","ocena, czy w tej sytuacji wolno Ci użyć ostrzegawczego sygnału dźwiękowego","https://prawkonaraz.pl/storage-bulk/media/questions/a/2212/image/poster.f2119ce5bc70.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2212/video/full.9ffe0e00f30e.mp4","9","2026-04-09T01:47:38+02:00","Prosta jezdnia z szerokim pasem zieleni i pieszym otoczeniem pokazuje spokojny odcinek miejskiej drogi. Materiał odnosi użycie sygnału ostrzegawczego do realnego zagrożenia.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2215","A","https://prawkonaraz.pl/pytanie/2215/czy-w-przedstawionej-sytuacji-nalezy-rozpoczac-hamowanie-pojazdu","Film do pytania 2215: Czy w przedstawionej sytuacji należy rozpocząć hamowanie pojazdu?","Czy w przedstawionej sytuacji należy rozpocząć hamowanie pojazdu?","Film przy pytaniu 2215 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w przedstawionej sytuacji należy rozpocząć hamowanie pojazdu.","ocena, czy w przedstawionej sytuacji należy rozpocząć hamowanie pojazdu","https://prawkonaraz.pl/storage-bulk/media/questions/a/2215/image/poster.9d8d74bd4455.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2215/video/full.eecfbdd57fdf.mp4","11","2026-04-09T01:47:38+02:00","Samochód przed kamerą jedzie ulicą z drzewami i zaparkowanymi autami przy prawej stronie. Scena skupia się na zachowaniu dystansu oraz gotowości do łagodnego wytracenia prędkości.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2219","A","https://prawkonaraz.pl/pytanie/2219/czy-w-tej-sytuacji-masz-prawo-kontynuowac-jazde-bez-zadnej-reakcji-na-zachowanie-pieszego","Film do pytania 2219: Czy w tej sytuacji masz prawo kontynuować jazdę bez żadnej reakcji na zachowanie pieszeg...","Czy w tej sytuacji masz prawo kontynuować jazdę bez żadnej reakcji na zachowanie pieszego?","Klip wideo dla pytania 2219 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji masz prawo kontynuować jazdę bez żadnej reakcji na zachowanie pieszego.","ocena, czy w tej sytuacji masz prawo kontynuować jazdę bez żadnej reakcji na zachowanie pieszego","https://prawkonaraz.pl/storage-bulk/media/questions/a/2219/image/poster.d14e90774a86.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2219/video/full.5fb6c0b13c6a.mp4","10","2026-04-09T01:47:38+02:00","Wąska osiedlowa ulica z zielenią i pieszym przy chodniku pokazuje sytuację, w której zachowanie człowieka wpływa na dalszy tor jazdy. Kadr podkreśla obserwację pobocza.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2246","A","https://prawkonaraz.pl/pytanie/2246/czy-w-tej-sytuacji-masz-prawo-ominac-przeszkode-wykorzystujac-czesc-jezdni-przeznaczona-dla-jadacych-z-przeciwka","Film do pytania 2246: Czy w tej sytuacji masz prawo ominąć przeszkodę wykorzystując część jezdni przeznaczoną...","Czy w tej sytuacji masz prawo ominąć przeszkodę wykorzystując część jezdni przeznaczoną dla jadących z przeciwka?","Klip wideo dla pytania 2246 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji masz prawo ominąć przeszkodę wykorzystując część jezdni przeznaczoną dla jadących z przeciwka.","ocena, czy w tej sytuacji masz prawo ominąć przeszkodę wykorzystując część jezdni przeznaczoną dla jadących z przeciwka","https://prawkonaraz.pl/storage-bulk/media/questions/a/2246/image/poster.f4a59b40189d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2246/video/full.14ea8a128193.mp4","10","2026-04-09T01:47:38+02:00","Ulica z zaparkowanymi pojazdami, żółtym autem po prawej i przeszkodą na torze jazdy tworzy scenę omijania. Materiał pokazuje użycie części przeciwnego pasa w ciasnym układzie.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2254","A","https://prawkonaraz.pl/pytanie/2254/czy-w-tej-sytuacji-zmniejszenie-predkosci-jest-uzasadnione","Film do pytania 2254: Czy w tej sytuacji zmniejszenie prędkości jest uzasadnione?","Czy w tej sytuacji zmniejszenie prędkości jest uzasadnione?","Nagranie przypisane do pytania 2254 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy w tej sytuacji zmniejszenie prędkości jest uzasadnione.","ocena, czy w tej sytuacji zmniejszenie prędkości jest uzasadnione","https://prawkonaraz.pl/storage-bulk/media/questions/a/2254/image/poster.a5181e99ab9b.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/2254/video/full.3486a7db1f3b.mp4","7","2026-04-09T01:47:38+02:00","Otwarta droga z niewielkim łukiem i zabudową przemysłową w oddali daje dobrą widoczność, ale tempo jazdy nadal zależy od otoczenia. Ujęcie dotyczy dopasowania prędkości do drogi.","batch-011 accepted after owner review; not yet connected to production sitemap"
"accepted","batch-011","2255","B","https://prawkonaraz.pl/pytanie/2255/czy-w-tej-sytuacji-wlasciwie-przygotowujesz-sie-do-wymijania","Film do pytania 2255: Czy w tej sytuacji właściwie przygotowujesz się do wymijania?","Czy w tej sytuacji właściwie przygotowujesz się do wymijania?","Film przy pytaniu 2255 dla kategorii B prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji właściwie przygotowujesz się do wymijania.","ocena, czy w tej sytuacji właściwie przygotowujesz się do wymijania","https://prawkonaraz.pl/storage-bulk/media/questions/b/2255/image/poster.ce59aa64006d.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/2255/video/full.53fbc109b0ca.mp4","8","2026-04-09T01:47:39+02:00","Droga osiedlowa z autem jadącym z przeciwka, drzewami i zaparkowanymi pojazdami pokazuje moment przygotowania do wymijania. Kadr skupia uwagę na szerokości pasa oraz odstępie.","batch-011 accepted after owner review; not yet connected to production sitemap"
